Accident ID,Timestamp,Velocity (m/s),Speed (m/s),Speed (km/h),Impact Force (N),Vibration (Hz),Pressure (Pa),Temperature (Â°C),G-Force (g),Impact Force Percentage (%),Impact Force Classification
A0572,2024-09-25 04:33:32,19.65067479,19.65067479,70.74242924,294760.1218,383.7198816,100678.0749,21.38361597,20.0312689,49.18125373,2
A0573,2024-09-25 04:33:33,29.61991595,29.61991595,106.6316974,444298.7392,38.28378962,96113.99338,18.1777134,30.19359424,74.13203961,3
A0574,2024-09-25 04:33:34,30.63268422,30.63268422,110.2776632,459490.2633,177.6516928,103497.6422,20.09478262,31.2259778,76.66677258,4
A0575,2024-09-25 04:33:35,22.99036404,22.99036404,82.76531053,344855.4606,122.1489658,100884.5615,27.69935403,23.43564122,57.53975064,3
A0576,2024-09-25 04:33:36,18.69592472,18.69592472,67.30532899,280438.8708,51.65689744,97460.87315,27.99237973,19.05802724,46.79172738,2
A0577,2024-09-25 04:33:37,29.21506458,29.21506458,105.1742325,438225.9687,382.6608698,103735.8119,18.00461837,29.78090171,73.11878698,3
A0578,2024-09-25 04:33:38,32.59171134,32.59171134,117.3301608,488875.67,361.6432423,103968.9003,29.37857192,33.22294733,81.56978028,4
A0579,2024-09-25 04:33:39,16.63315066,16.63315066,59.87934237,249497.2599,215.1204048,103804.9545,23.62295974,16.95530138,41.62906423,2
A0580,2024-09-25 04:33:40,38.80387093,38.80387093,139.6939353,582058.0639,390.9263555,101089.233,19.87724553,39.55542398,97.11742943,4
A0581,2024-09-25 04:33:41,35.38913948,35.38913948,127.4009021,530837.0922,59.48881149,95520.52101,29.35543322,36.07455605,88.57111866,4
A0582,2024-09-25 04:33:42,14.34988274,14.34988274,51.65957786,215248.2411,418.9804479,95604.69885,28.97595602,14.62781115,35.91455416,2
A0583,2024-09-25 04:33:43,23.15813435,23.15813435,83.36928367,347372.0153,458.2160928,103067.3317,18.08773648,23.60666091,57.9596423,3
A0584,2024-09-25 04:33:44,38.89411558,38.89411558,140.0188161,583411.7336,208.9522304,101493.461,28.48151625,39.64741649,97.34329164,4
A0585,2024-09-25 04:33:45,26.49231991,26.49231991,95.37235168,397384.7987,346.3128204,97145.22676,25.9103537,27.00542295,66.30436469,3
A0586,2024-09-25 04:33:46,10.2486703,10.2486703,36.89521307,153730.0545,470.7627404,97840.62202,20.31283464,10.44716646,25.65013465,2
A0587,2024-09-25 04:33:47,22.83122143,22.83122143,82.19239713,342468.3214,125.2465902,102779.836,17.2807025,23.27341634,57.14145219,3
A0588,2024-09-25 04:33:48,33.77495287,33.77495287,121.5898303,506624.2931,20.15104175,97420.43632,20.83313722,34.42910588,84.53116979,4
A0589,2024-09-25 04:33:49,38.87024195,38.87024195,139.932871,583053.6292,120.5085596,101453.4302,20.31319888,39.62308048,97.28354128,4
A0590,2024-09-25 04:33:50,15.47780728,15.47780728,55.72010621,232167.1092,148.7748171,104778.5756,28.07025628,15.77758133,38.73749758,2
A0591,2024-09-25 04:33:51,24.0537231,24.0537231,86.59340316,360805.8465,330.4867899,95956.85759,29.91184837,24.51959541,60.20110107,3
A0592,2024-09-25 04:33:52,28.78442025,28.78442025,103.6239129,431766.3037,79.76475231,99116.21524,25.23629249,29.34191666,72.04098032,3
A0593,2024-09-25 04:33:53,11.7740997,11.7740997,42.38675894,176611.4956,51.54595794,99042.28219,19.82772791,12.00214037,29.46794404,2
A0594,2024-09-25 04:33:54,15.7263837,15.7263837,56.61498133,235895.7556,304.9401385,100831.5286,26.37611015,16.03097217,39.3596289,2
A0595,2024-09-25 04:33:55,33.18773404,33.18773404,119.4758426,497816.0106,174.5543111,101425.0945,17.46940521,33.8305138,83.06149211,4
A0596,2024-09-25 04:33:56,24.83329074,24.83329074,89.39984666,372499.3611,59.26322658,100883.1935,28.97269842,25.31426171,62.1521849,3
A0597,2024-09-25 04:33:57,11.80484069,11.80484069,42.49742649,177072.6104,280.5865101,100066.6889,15.92731503,12.03347675,29.54488188,2
A0598,2024-09-25 04:33:58,23.47910361,23.47910361,84.52477299,352186.5541,307.1643004,95859.84912,24.29859717,23.93384669,58.76295671,3
A0599,2024-09-25 04:33:59,36.16806295,36.16806295,130.2050266,542520.9442,118.4061362,99074.39726,15.67723554,36.86856569,90.52059026,4
A0600,2024-09-25 04:34:00,28.68375432,28.68375432,103.2615155,430256.3147,458.5461124,96658.91202,20.9467882,29.23930104,71.78903596,3
A0601,2024-09-25 04:34:01,21.55406871,21.55406871,77.59464735,323311.0306,112.0924605,95479.31942,17.86547147,21.97152773,53.94502395,3
A0602,2024-09-25 04:34:02,15.92428678,15.92428678,57.32743242,238864.3017,445.2598666,97454.55285,17.95590299,16.23270824,39.85493614,2
A0603,2024-09-25 04:34:03,31.57509772,31.57509772,113.6703518,473626.4659,324.6019261,102062.7587,28.60417518,32.18664396,79.02542328,4
A0604,2024-09-25 04:34:04,38.95175104,38.95175104,140.2263038,584276.2657,275.4032106,101221.2924,26.17783212,39.70616824,97.48754036,4
A0605,2024-09-25 04:34:05,14.35750194,14.35750194,51.68700698,215362.5291,62.35470875,104690.9792,21.51705466,14.63557792,35.93362332,2
A0606,2024-09-25 04:34:06,22.69146759,22.69146759,81.68928334,340372.0139,69.9076142,104530.665,21.34512618,23.13095575,56.79167954,3
A0607,2024-09-25 04:34:07,17.39854881,17.39854881,62.6347757,260978.2321,398.9704721,98630.58527,18.70758875,17.73552376,43.54468499,2
A0608,2024-09-25 04:34:08,15.05661073,15.05661073,54.20379864,225849.161,337.9896035,100993.7532,19.02678765,15.34822705,37.68333662,2
A0609,2024-09-25 04:34:09,31.00026549,31.00026549,111.6009558,465003.9824,142.410314,98782.86367,17.06661119,31.60067838,77.58674648,4
A0610,2024-09-25 04:34:10,21.16415984,21.16415984,76.19097541,317462.3975,279.1926658,99688.36457,26.74841638,21.57406711,52.96916906,3
A0611,2024-09-25 04:34:11,27.13150855,27.13150855,97.67343077,406972.6282,260.8734172,104910.3276,28.59097192,27.65699138,67.9041112,3
A0612,2024-09-25 04:34:12,23.3464434,23.3464434,84.04719625,350196.651,25.18191321,96310.19561,27.60603935,23.79861713,58.43093783,3
A0613,2024-09-25 04:34:13,30.40093117,30.40093117,109.4433522,456013.9675,297.0245392,100280.7842,22.71721819,30.98973615,76.08674641,4
A0614,2024-09-25 04:34:14,36.33018288,36.33018288,130.7886584,544952.7432,416.5933149,98319.29289,27.86930978,37.03382556,90.92634027,4
A0615,2024-09-25 04:34:15,16.98985744,16.98985744,61.16348678,254847.8616,428.3344447,103660.6494,23.9460487,17.31891686,42.5218217,2
A0616,2024-09-25 04:34:16,24.09861167,24.09861167,86.75500202,361479.1751,420.0425473,104133.3786,28.67065403,24.56535339,60.31344715,3
A0617,2024-09-25 04:34:17,29.15638116,29.15638116,104.9629722,437345.7174,69.21071431,104692.4437,27.64531649,29.72108171,72.97191548,3
A0618,2024-09-25 04:34:18,31.64225142,31.64225142,113.9121051,474633.7713,382.2323646,97085.77478,20.76006803,32.25509829,79.193494,4
A0619,2024-09-25 04:34:19,31.20557861,31.20557861,112.340083,468083.6791,94.72967319,104098.2609,22.99950079,31.809968,78.1005994,4
A0620,2024-09-25 04:34:20,33.94320829,33.94320829,122.1955499,509148.1244,230.9145579,99122.4038,21.12107584,34.60062008,84.95227557,4
A0621,2024-09-25 04:34:21,15.0212088,15.0212088,54.07635167,225318.132,2.519438044,100720.5383,29.22128437,15.31213945,37.59473347,2
A0622,2024-09-25 04:34:22,19.70183615,19.70183615,70.92661015,295527.5423,421.2196614,95744.93269,20.10569628,20.08342115,49.30929921,2
A0623,2024-09-25 04:34:23,38.19572612,38.19572612,137.504614,572935.8918,294.6560365,103261.9948,25.31982427,38.93550063,95.59537869,4
A0624,2024-09-25 04:34:24,13.27706446,13.27706446,47.79743205,199155.9669,159.0955609,104754.6847,17.58162461,13.53421453,33.22952942,2
A0625,2024-09-25 04:34:25,24.84874433,24.84874433,89.45547957,372731.1649,343.6086919,101789.2463,28.12748088,25.3300146,62.19086178,3
A0626,2024-09-25 04:34:26,20.14727679,20.14727679,72.53019643,302209.1518,46.41833734,95791.22374,15.79635582,20.53748908,50.42413772,3
A0627,2024-09-25 04:34:27,39.12359677,39.12359677,140.8449484,586853.9515,0.976866024,98820.49245,15.53542164,39.88134227,97.91763185,4
A0628,2024-09-25 04:34:28,10.73816861,10.73816861,38.657407,161072.5292,125.615972,98598.00669,22.70154678,10.94614537,26.87523969,2
A0629,2024-09-25 04:34:29,35.70265781,35.70265781,128.5295681,535539.8672,245.2179613,99861.24643,24.83651941,36.3941466,89.35578507,4
A0630,2024-09-25 04:34:30,35.3987967,35.3987967,127.4356681,530981.9506,339.9067998,97007.02639,15.08431761,36.08440031,88.59528853,4
A0631,2024-09-25 04:34:31,34.75158197,34.75158197,125.1056951,521273.7295,317.7785981,100109.2912,21.30216069,35.42465032,86.97545447,4
A0632,2024-09-25 04:34:32,12.58476564,12.58476564,45.30515629,188771.4846,405.4225718,98829.07444,17.52304485,12.82850727,31.49685996,2
A0633,2024-09-25 04:34:33,30.50283988,30.50283988,109.8102236,457542.5982,358.2616659,102169.8423,27.31564836,31.09361863,76.34180118,4
A0634,2024-09-25 04:34:34,36.59927336,36.59927336,131.7573841,548989.1004,378.9180648,103341.5486,24.1313735,37.30812779,91.5998137,4
A0635,2024-09-25 04:34:35,26.17450774,26.17450774,94.22822786,392617.6161,335.238395,102000.0568,22.22949792,26.68145539,65.50895174,3
A0636,2024-09-25 04:34:36,16.11357404,16.11357404,58.00886654,241703.6106,499.0899594,103660.1087,29.59139734,16.42566161,40.3286799,2
A0637,2024-09-25 04:34:37,20.94028173,20.94028173,75.38501423,314104.226,205.6103857,99894.39141,18.71007801,21.34585294,52.40885212,3
A0638,2024-09-25 04:34:38,18.92475449,18.92475449,68.12911618,283871.3174,284.2982936,98492.77135,22.99493698,19.29128898,47.36443724,2
A0639,2024-09-25 04:34:39,28.94301835,28.94301835,104.1948661,434145.2752,230.7038191,103868.5831,18.75408712,29.50358649,72.43791598,3
A0640,2024-09-25 04:34:40,30.81788569,30.81788569,110.9443885,462268.2854,331.2211917,101924.2816,24.68424826,31.41476625,77.13029055,4
A0641,2024-09-25 04:34:41,31.20671106,31.20671106,112.3441598,468100.666,414.872056,95561.6127,16.94683332,31.81112239,78.10343368,4
A0642,2024-09-25 04:34:42,29.08846048,29.08846048,104.7184577,436326.9072,463.0000022,95309.85526,20.87042743,29.65184554,72.80192518,3
A0643,2024-09-25 04:34:43,20.60821797,20.60821797,74.18958468,309123.2695,360.8587813,101574.7584,29.78043019,21.00735776,51.57777062,3
A0644,2024-09-25 04:34:44,12.65152424,12.65152424,45.54548725,189772.8635,326.9492738,99923.89463,28.37396182,12.89655885,31.66394184,2
A0645,2024-09-25 04:34:45,13.18581496,13.18581496,47.46893385,197787.2244,324.843698,101615.3789,15.72451274,13.44119772,33.00115229,2
A0646,2024-09-25 04:34:46,15.83923636,15.83923636,57.02125089,237588.5454,479.7406495,98453.0155,16.71833985,16.14601056,39.64207391,2
A0647,2024-09-25 04:34:47,14.03552583,14.03552583,50.527893,210532.8875,468.7085728,98754.81245,27.50423938,14.30736578,35.12778898,2
A0648,2024-09-25 04:34:48,20.38755423,20.38755423,73.39519525,305813.3135,256.1237967,97534.6488,21.44235514,20.78242022,51.02549855,3
A0649,2024-09-25 04:34:49,20.81967926,20.81967926,74.95084535,312295.1889,388.4824832,100654.3122,22.89056035,21.22291464,52.10701106,3
A0650,2024-09-25 04:34:50,12.47359108,12.47359108,44.90492787,187103.8661,218.9238797,95216.91984,25.72581754,12.71517949,31.21861485,2
A0651,2024-09-25 04:34:51,16.25987016,16.25987016,58.53553256,243898.0523,71.96079919,96387.08739,29.78844403,16.57479119,40.69482643,2
A0652,2024-09-25 04:34:52,13.99921893,13.99921893,50.39718815,209988.284,448.8936561,100363.7547,20.03660992,14.27035569,35.03692091,2
A0653,2024-09-25 04:34:53,28.04627239,28.04627239,100.9665806,420694.0858,239.3955195,98013.83475,21.99071827,28.58947236,70.19356096,3
A0654,2024-09-25 04:34:54,22.73310669,22.73310669,81.8391841,340996.6004,149.4266248,96054.55456,20.02205671,23.17340132,56.89589292,3
A0655,2024-09-25 04:34:55,17.00710311,17.00710311,61.22557119,255106.5466,307.8540334,98053.74535,23.17292624,17.33649654,42.56498376,2
A0656,2024-09-25 04:34:56,19.45481733,19.45481733,70.0373424,291822.26,217.5483287,104503.3195,19.8598749,19.83161808,48.69106624,2
A0657,2024-09-25 04:34:57,26.41347676,26.41347676,95.08851633,396202.1514,422.9296055,100668.8363,20.74352816,26.92505276,66.10703787,3
A0658,2024-09-25 04:34:58,18.64186512,18.64186512,67.11071443,279627.9768,334.9503184,98207.68766,25.57261561,19.00292061,46.65642826,2
A0659,2024-09-25 04:34:59,11.90621805,11.90621805,42.86238497,178593.2707,458.6822155,97512.07253,21.6997917,12.13681758,29.79860677,2
A0660,2024-09-25 04:35:00,22.42395106,22.42395106,80.72622382,336359.2659,267.5443899,101607.4415,16.78883304,22.85825796,56.12214536,3
A0661,2024-09-25 04:35:01,35.23980604,35.23980604,126.8633018,528597.0907,330.8687363,96621.6551,28.83702357,35.92233032,88.19737039,4
A0662,2024-09-25 04:35:02,25.85485541,25.85485541,93.07747946,387822.8311,229.1573583,104483.0475,22.86991678,26.35561203,64.70893329,3
A0663,2024-09-25 04:35:03,34.79299299,34.79299299,125.2547747,521894.8948,488.1926878,104366.302,19.14623618,35.46686339,87.07909701,4
A0664,2024-09-25 04:35:04,10.24907839,10.24907839,36.89668221,153736.1759,349.1598066,103157.8789,15.82947906,10.44758246,25.65115602,2
A0665,2024-09-25 04:35:05,12.68609072,12.68609072,45.66992659,190291.3608,191.4933549,98811.65379,15.42300465,12.93179482,31.75045403,2
A0666,2024-09-25 04:35:06,36.91556992,36.91556992,132.8960517,553733.5488,140.3466514,101259.232,22.71538074,37.63055038,92.3914334,4
A0667,2024-09-25 04:35:07,15.88779677,15.88779677,57.19606838,238316.9516,110.2495315,101044.9699,16.9571269,16.19551149,39.76360979,2
A0668,2024-09-25 04:35:08,13.18686692,13.18686692,47.4727209,197803.0038,417.3043542,96279.58613,21.71839435,13.44227005,33.0037851,2
A0669,2024-09-25 04:35:09,18.78901403,18.78901403,67.64045049,281835.2104,136.7563602,104121.6491,19.6945918,19.1529195,47.02470914,2
A0670,2024-09-25 04:35:10,12.92256833,12.92256833,46.52124598,193838.5249,209.4150359,100556.8129,15.41702355,13.17285253,32.34230471,2
A0671,2024-09-25 04:35:11,17.99354228,17.99354228,64.77675222,269903.1343,88.31764563,104507.4653,29.31835346,18.34204106,45.03382088,2
A0672,2024-09-25 04:35:12,32.91315949,32.91315949,118.4873741,493697.3923,159.0101193,102601.1143,26.20993096,33.55062129,82.37429326,4
A0673,2024-09-25 04:35:13,25.10288004,25.10288004,90.37036815,376543.2006,404.4764895,95092.76298,27.58290266,25.58907242,62.82690676,3
A0674,2024-09-25 04:35:14,24.35363961,24.35363961,87.67310261,365304.5942,261.6552578,103450.5472,22.99042571,24.82532071,60.95172518,3
A0675,2024-09-25 04:35:15,15.94465294,15.94465294,57.40075059,239169.7941,409.9766455,96256.60988,19.69521692,16.25346885,39.90590809,2
A0676,2024-09-25 04:35:16,13.26791896,13.26791896,47.76450825,199018.7844,242.9920209,98180.53131,26.67675349,13.5248919,33.20664027,2
A0677,2024-09-25 04:35:17,24.70487408,24.70487408,88.93754667,370573.1111,145.6338422,104438.261,26.39925415,25.18335788,61.83078665,3
A0678,2024-09-25 04:35:18,37.20760013,37.20760013,133.9473605,558114.0019,242.8316074,103669.2065,18.13917678,37.92823662,93.12231984,4
A0679,2024-09-25 04:35:19,39.25176503,39.25176503,141.3063541,588776.4754,378.7642707,103598.0202,15.55700949,40.01199289,98.23840841,4
A0680,2024-09-25 04:35:20,27.76225685,27.76225685,99.94412466,416433.8527,452.0734246,99521.6051,21.80422571,28.29995601,69.48273345,3
A0681,2024-09-25 04:35:21,29.39839819,29.39839819,105.8342335,440975.9728,485.1295147,96996.06727,18.05103425,29.96778612,73.57763009,3
A0682,2024-09-25 04:35:22,35.07887397,35.07887397,126.2839463,526183.1095,92.57321706,104870.4036,28.84347278,35.75828131,87.79459331,4
A0683,2024-09-25 04:35:23,12.57108142,12.57108142,45.25589311,188566.2213,19.19984541,96846.89913,18.70410377,12.81455802,31.46261142,2
A0684,2024-09-25 04:35:24,33.97962244,33.97962244,122.3266408,509694.3366,429.6532927,99228.02898,26.11823249,34.63773949,85.04341204,4
A0685,2024-09-25 04:35:25,15.96566437,15.96566437,57.47639173,239484.9655,51.94046767,104686.2063,24.12313845,16.27488723,39.958495,2
A0686,2024-09-25 04:35:26,39.92486777,39.92486777,143.729524,598873.0165,134.7385822,97318.17444,20.73724966,40.69813228,99.92303435,4
A0687,2024-09-25 04:35:27,35.54690101,35.54690101,127.9688436,533203.5151,442.6359155,100649.362,19.59513838,36.2353731,88.96596055,4
A0688,2024-09-25 04:35:28,26.36097735,26.36097735,94.89951846,395414.6603,409.5188359,101611.2142,15.82590894,26.87153654,65.97564357,3
A0689,2024-09-25 04:35:29,32.90530969,32.90530969,118.4591149,493579.6454,297.4976507,104588.0808,29.83203316,33.54261946,82.35464698,4
A0690,2024-09-25 04:35:30,26.98757115,26.98757115,97.15525615,404813.5673,323.8288986,101537.9698,28.70175442,27.51026621,67.54386803,3
A0691,2024-09-25 04:35:31,37.9193318,37.9193318,136.5095945,568789.977,15.14349747,98406.77204,20.90887758,38.65375311,94.90362538,4
A0692,2024-09-25 04:35:32,27.02563793,27.02563793,97.29229654,405384.5689,221.6792997,96222.31542,26.29204135,27.54907026,67.63914067,3
A0693,2024-09-25 04:35:33,11.99428755,11.99428755,43.17943517,179914.3132,457.9930503,95307.45972,19.5784963,12.22659281,30.01902508,2
A0694,2024-09-25 04:35:34,11.46162294,11.46162294,41.26184258,171924.3441,93.4276597,100157.737,15.31217172,11.68361156,28.68588443,2
A0695,2024-09-25 04:35:35,11.53274401,11.53274401,41.51787844,172991.1602,192.2421925,99598.90286,18.07973441,11.7561101,28.8638846,2
A0696,2024-09-25 04:35:36,21.57509624,21.57509624,77.67034645,323626.4436,316.2149553,103130.4743,23.82725975,21.99296253,53.99765117,3
A0697,2024-09-25 04:35:37,38.79858678,38.79858678,139.6749124,581978.8017,327.8554486,101042.8045,18.56398549,39.5500375,97.10420439,4
A0698,2024-09-25 04:35:38,21.98330999,21.98330999,79.13991596,329749.6498,241.9331443,101480.5951,19.52526689,22.40908256,55.01931909,3
A0699,2024-09-25 04:35:39,23.72576445,23.72576445,85.41275202,355886.4668,151.6372305,99778.69655,17.10913525,24.18528486,59.38029376,3
A0700,2024-09-25 04:35:40,22.78396699,22.78396699,82.02228115,341759.5048,83.06049561,103174.962,21.6579417,23.22524667,57.02318488,3
A0701,2024-09-25 04:35:41,30.54183477,30.54183477,109.9506052,458127.5216,493.9857024,99890.3934,20.37378486,31.13336878,76.43939669,4
A0702,2024-09-25 04:35:42,25.46828874,25.46828874,91.68583947,382024.3311,109.9037416,101213.0508,16.83968371,25.96155835,63.7414432,3
A0703,2024-09-25 04:35:43,29.50894542,29.50894542,106.2322035,442634.1813,299.0120071,95163.62622,20.69774995,30.08047444,73.85430515,3
A0704,2024-09-25 04:35:44,13.94325682,13.94325682,50.19572456,209148.8523,304.0169819,95620.84489,27.19205621,14.21330971,34.89686024,2
A0705,2024-09-25 04:35:45,18.81874611,18.81874611,67.74748601,282281.1917,88.38419281,96497.99595,19.89577904,19.18322743,47.09912191,2
A0706,2024-09-25 04:35:46,19.81385727,19.81385727,71.32988616,297207.859,30.90203668,97098.56318,26.87876155,20.19761189,49.58966306,2
A0707,2024-09-25 04:35:47,33.63911171,33.63911171,121.1008022,504586.6756,42.42793665,101271.2396,28.41564457,34.29063375,84.19118968,4
A0708,2024-09-25 04:35:48,15.91262428,15.91262428,57.28544739,238689.3641,224.7891277,96084.8507,29.22694774,16.22081985,39.82574749,2
A0709,2024-09-25 04:35:49,32.11817019,32.11817019,115.6254127,481772.5528,189.5081867,100848.4971,24.89309479,32.74023465,80.38461247,4
A0710,2024-09-25 04:35:50,17.53473363,17.53473363,63.12504108,263021.0045,175.5875326,97572.04218,18.11602057,17.87434621,43.88552522,2
A0711,2024-09-25 04:35:51,22.97148746,22.97148746,82.69735484,344572.3118,129.5751465,104828.4003,24.23248875,23.41639904,57.49250677,3
A0712,2024-09-25 04:35:52,36.1793572,36.1793572,130.2456859,542690.358,251.367784,102301.301,17.5078731,36.88007869,90.54885726,4
A0713,2024-09-25 04:35:53,16.83504475,16.83504475,60.60616111,252525.6713,398.6844833,102393.265,29.3546954,17.16110576,42.13436009,2
A0714,2024-09-25 04:35:54,12.28637976,12.28637976,44.23096714,184295.6964,482.4325331,102638.3746,21.34317949,12.52434226,30.7500667,2
A0715,2024-09-25 04:35:55,20.85851839,20.85851839,75.09066619,312877.7758,231.8770373,99669.25221,29.00954956,21.262506,52.20421672,3
A0716,2024-09-25 04:35:56,11.35774455,11.35774455,40.88788036,170366.1682,486.0719739,95332.07427,16.38532371,11.57772125,28.42589999,2
A0717,2024-09-25 04:35:57,32.88292437,32.88292437,118.3785277,493243.8656,124.8644944,104781.6136,15.43266374,33.51980058,82.29862152,4
A0718,2024-09-25 04:35:58,26.26243132,26.26243132,94.54475276,393936.4698,327.9427499,98286.62267,17.78820571,26.77108188,65.72900485,3
A0719,2024-09-25 04:35:59,10.25320696,10.25320696,36.91154507,153798.1044,50.90493258,101471.4714,19.85895863,10.45179099,25.66148891,2
A0720,2024-09-25 04:36:00,26.30674079,26.30674079,94.70426686,394601.1119,485.1161527,97143.07459,16.36594596,26.81624954,65.83990158,3
A0721,2024-09-25 04:36:01,18.42959172,18.42959172,66.34653019,276443.8758,351.0919261,102156.7544,23.19892813,18.7865359,46.12515531,2
A0722,2024-09-25 04:36:02,22.79705954,22.79705954,82.06941435,341955.8931,119.635487,104823.9818,17.1082274,23.2385928,57.05595262,3
A0723,2024-09-25 04:36:03,33.1584211,33.1584211,119.370316,497376.3165,395.9090075,97624.92277,18.8397746,33.80063313,82.98812835,4
A0724,2024-09-25 04:36:04,23.03824808,23.03824808,82.93769308,345573.7211,0.511840054,101261.5982,28.30554178,23.48445268,57.6595937,3
A0725,2024-09-25 04:36:05,32.81492369,32.81492369,118.1337253,492223.8554,492.8173757,97470.18693,19.03735039,33.45048287,82.128431,4
A0726,2024-09-25 04:36:06,27.60593751,27.60593751,99.38137502,414089.0626,462.587769,104871.5412,19.45745191,28.14060908,69.09150102,3
A0727,2024-09-25 04:36:07,16.22605799,16.22605799,58.41380876,243390.8698,89.94796541,100084.9823,16.88751654,16.54032415,40.61020213,2
A0728,2024-09-25 04:36:08,28.70279334,28.70279334,103.330056,430541.9001,259.1048744,98903.38746,18.85131347,29.25870881,71.83668639,3
A0729,2024-09-25 04:36:09,11.59411581,11.59411581,41.73881691,173911.7371,138.5873642,95981.51609,16.01748417,11.81867055,29.01748451,2
A0730,2024-09-25 04:36:10,26.02413648,26.02413648,93.68689133,390362.0472,370.2146519,96331.65478,18.19923737,26.52817174,65.13260604,3
A0731,2024-09-25 04:36:11,14.78912993,14.78912993,53.24086774,221836.9489,17.795517,101358.7126,26.69564932,15.07556568,37.01389186,2
A0732,2024-09-25 04:36:12,39.57075528,39.57075528,142.454719,593561.3293,388.3750653,96165.13597,17.05217381,40.33716135,99.03676983,4
A0733,2024-09-25 04:36:13,25.3033202,25.3033202,91.09195273,379549.803,285.0331485,102782.8369,20.78647898,25.7933947,63.32856376,3
A0734,2024-09-25 04:36:14,35.95908375,35.95908375,129.4527015,539386.2563,299.5179249,104102.3903,24.74137655,36.65553899,89.99756197,4
A0735,2024-09-25 04:36:15,18.5016879,18.5016879,66.60607642,277525.3184,80.52803961,95356.87542,23.86824114,18.86002844,46.30559595,2
A0736,2024-09-25 04:36:16,34.52833692,34.52833692,124.3020129,517925.0538,455.7816574,101259.2537,15.77672926,35.19708147,86.41672193,4
A0737,2024-09-25 04:36:17,39.22395882,39.22395882,141.2062518,588359.3824,311.7368445,97124.0177,21.37500522,39.98364814,98.16881568,4
A0738,2024-09-25 04:36:18,39.28339741,39.28339741,141.4202307,589250.9612,203.6345751,98243.57715,24.15870275,40.04423793,98.31757721,4
A0739,2024-09-25 04:36:19,32.15894504,32.15894504,115.7722021,482384.1756,42.20638612,102270.3525,28.71465647,32.78179922,80.48666281,4
A0740,2024-09-25 04:36:20,33.08218129,33.08218129,119.0958526,496232.7193,289.3090792,97339.33087,29.15704073,33.72291671,82.79731712,4
A0741,2024-09-25 04:36:21,33.60304721,33.60304721,120.97097,504045.7081,373.6004835,102234.8951,21.26950753,34.25387075,84.10092828,4
A0742,2024-09-25 04:36:22,30.97101524,30.97101524,111.4956549,464565.2287,251.9397867,97230.68031,23.35270846,31.57086162,77.51353964,4
A0743,2024-09-25 04:36:23,34.44576881,34.44576881,124.0047677,516686.5322,414.0680492,95627.98043,27.64738592,35.11291418,86.21007239,4
A0744,2024-09-25 04:36:24,26.93630258,26.93630258,96.9706893,404044.5388,386.0417445,102017.0991,25.78424904,27.45800467,67.41555424,3
A0745,2024-09-25 04:36:25,10.40631005,10.40631005,37.46271619,156094.6508,15.08305214,96806.61954,16.63818809,10.60785938,26.04467178,2
A0746,2024-09-25 04:36:26,28.05514095,28.05514095,100.9985074,420827.1143,124.4751513,101192.9427,26.50252729,28.59851269,70.21575699,3
A0747,2024-09-25 04:36:27,31.20913184,31.20913184,112.3528746,468136.9776,79.65848023,99534.36296,26.51875594,31.81359005,78.10949234,4
A0748,2024-09-25 04:36:28,38.31344624,38.31344624,137.9284065,574701.6936,27.52376614,98093.26698,29.67429141,39.05550075,95.89000587,4
A0749,2024-09-25 04:36:29,10.30356052,10.30356052,37.09281786,154553.4078,250.7937457,103924.1081,24.09070868,10.50311979,25.78751262,2
A0750,2024-09-25 04:36:30,39.00392812,39.00392812,140.4141412,585058.9218,143.6158114,103968.3623,22.24065501,39.75935588,97.61812793,4
A0751,2024-09-25 04:36:31,32.57376353,32.57376353,117.2655487,488606.4529,460.0269894,96299.5955,26.06908549,33.20465191,81.52486092,4
A0752,2024-09-25 04:36:32,13.61250409,13.61250409,49.00501472,204187.5613,35.30174376,97462.97917,18.74702743,13.87615096,34.06905996,2
A0753,2024-09-25 04:36:33,27.87092948,27.87092948,100.3353461,418063.9422,350.1258462,99758.82322,24.68268935,28.41073342,69.7547168,3
A0754,2024-09-25 04:36:34,37.46620229,37.46620229,134.8783283,561993.0344,400.344939,97245.64984,27.29330883,38.1918474,93.76954336,4
A0755,2024-09-25 04:36:35,23.22069264,23.22069264,83.59449351,348310.3896,327.5803245,104119.2181,19.72644321,23.67043083,58.11621174,3
A0756,2024-09-25 04:36:36,19.1191625,19.1191625,68.82898499,286787.4375,85.29688933,99202.16718,21.71294392,19.48946228,47.85099708,2
A0757,2024-09-25 04:36:37,14.22157757,14.22157757,51.19767925,213323.6636,77.95026288,97403.52056,29.90941083,14.49702097,35.59343496,2
A0758,2024-09-25 04:36:38,15.65973043,15.65973043,56.37502956,234895.9565,396.0325467,98447.99948,29.00151524,15.96302796,39.19281063,2
A0759,2024-09-25 04:36:39,39.3228026,39.3228026,141.5620894,589842.039,294.4569004,96825.23496,18.0478564,40.08440632,98.4161996,4
A0760,2024-09-25 04:36:40,28.26452891,28.26452891,101.7523041,423967.9336,159.802947,103986.3003,18.75656694,28.81195607,70.73980832,3
A0761,2024-09-25 04:36:41,33.07045735,33.07045735,119.0536465,496056.8602,24.3565542,104605.8481,25.17016397,33.7109657,82.76797471,4
A0762,2024-09-25 04:36:42,28.06022815,28.06022815,101.0168213,420903.4222,375.5464808,100014.5524,18.41216933,28.60369842,70.22848911,3
